Date,Power_kW,Holiday,Temperature [Cº],HR,Wind Speed [m/s],Wind Gust [m/s],Pressure [mbar],Solar Radiation [w/m2],rain_mm/h,Rain Day
2018-09-08 16:00:00,165.4099993,0,20.13,64.38,0.0,0.0,1016.0,786.0,0.0,0.0
2018-09-08 17:00:00,164.503521,0,20.64,61.86,0.0,0.0,1016.0,531.6,0.0,0.0
2018-09-08 18:00:00,139.845888,0,20.25,63.32,0.0,0.0,1016.0,329.0,0.0,0.0
2018-09-08 19:00:00,139.6485181,0,19.47,68.54,0.0,0.0,1017.0,108.4,0.0,0.0
2018-09-08 20:00:00,138.0881866,0,18.6,74.4,0.0,0.0,1017.0,6.006,0.0,0.0
2018-09-08 21:00:00,128.55561809999998,0,18.37,75.7,0.0,0.0,1018.0,5.176,0.0,0.0
2018-09-08 22:00:00,119.1015371,0,18.46,74.7,0.0,0.0,1019.0,6.367000000000001,0.0,0.0
2018-09-08 23:00:00,121.1049567,0,18.33,75.5,0.0,0.0,1019.0,6.257000000000001,0.0,0.0
2018-09-09 00:00:00,120.8778662,0,18.33,71.4,0.0,0.0,1019.0,7.0,0.0,0.0
2018-09-09 01:00:00,120.3562906,0,18.16,70.7,0.0,0.0,1019.0,0.0,0.0,0.0
2018-09-09 02:00:00,116.6399598,0,17.91,72.0,0.0,0.0,1019.0,0.609,0.0,0.0
2018-09-09 03:00:00,117.85871370000001,0,17.74,72.2,0.0,0.0,1019.0,7.81,0.0,0.0
2018-09-09 04:00:00,116.02733870000002,0,17.69,72.6,0.0,0.0,1019.0,6.2010000000000005,0.0,0.0
2018-09-09 05:00:00,115.90845630000001,0,17.49,72.7,0.0,0.0,1019.0,13.15,0.0,0.0
2018-09-09 06:00:00,115.9840136,0,17.85,70.2,0.0,0.0,1019.0,9.0,0.0,0.0
2018-09-09 07:00:00,115.1493252,0,17.77,64.87,0.0,0.0,1019.0,4.346,0.0,0.0
2018-09-09 08:00:00,120.11664209999998,0,17.79,64.4,0.0,0.0,1020.0,88.8,0.0,0.0
2018-09-09 09:00:00,134.1604628,0,18.61,62.74,0.0,0.0,1020.0,278.6,0.0,0.0
2018-09-09 10:00:00,136.8715257,0,19.08,62.11,0.0,0.0,1021.0,469.3,0.0,0.0
2018-09-09 11:00:00,147.91942619999998,0,20.71,55.81,0.0,0.0,1021.0,630.7,0.0,0.0
2018-09-09 12:00:00,150.69767439999998,0,22.26,52.42,0.0,0.0,1021.0,740.0,0.0,0.0
2018-09-09 13:00:00,144.28828049999998,0,23.8,44.1,0.0,0.0,1020.0,825.0,0.0,0.0
2018-09-09 14:00:00,157.1313471,0,25.37,40.67,0.0,0.0,1020.0,825.0,0.0,0.0
2018-09-09 15:00:00,160.32442790000002,0,26.7,39.62,0.0,0.0,1019.0,800.0,0.0,0.0
2018-09-09 16:00:00,158.67012069999998,0,24.38,44.23,0.0,0.0,1019.0,659.7,0.0,0.0
2018-09-09 17:00:00,151.6248734,0,24.16,42.15,0.0,0.0,1019.0,503.3,0.0,0.0
2018-09-09 18:00:00,128.0062056,0,22.91,45.89,0.0,0.0,1019.0,320.8,0.0,0.0
2018-09-09 19:00:00,127.85802120000001,0,22.07,47.23,0.0,0.0,1019.0,131.9,0.0,0.0
2018-09-09 20:00:00,127.6817906,0,20.52,55.31,0.0,0.0,1020.0,5.037,0.0,0.0
2018-09-09 21:00:00,123.94829720000001,0,18.69,62.41,0.0,0.0,1021.0,3.3489999999999998,0.0,0.0
2018-09-09 22:00:00,121.0854918,0,18.39,63.1,0.0,0.0,1021.0,0.941,0.0,0.0
2018-09-09 23:00:00,120.12480479999999,0,18.22,56.1,0.0,0.0,1022.0,0.44299999999999995,0.0,0.0
2018-09-10 00:00:00,118.20950049999999,0,18.39,54.36,0.0,0.0,1022.0,0.8859999999999999,0.0,0.0
2018-09-10 01:00:00,116.95370049999998,0,18.26,55.95,0.0,0.0,1021.0,2.436,0.0,0.0
2018-09-10 02:00:00,116.77412109999999,0,17.71,60.45,0.0,0.0,1021.0,1.3840000000000001,0.0,0.0
2018-09-10 03:00:00,116.43840390000001,0,17.65,62.85,0.0,0.0,1021.0,2.575,0.0,0.0
2018-09-10 04:00:00,116.0627104,0,17.85,62.49,0.0,0.0,1021.0,8.25,0.0,0.0
2018-09-10 05:00:00,118.47070690000001,0,17.46,65.43,0.0,0.0,1021.0,4.54,0.0,0.0
2018-09-10 06:00:00,131.67209509999998,0,18.11,63.0,0.0,0.0,1021.0,4.319,0.0,0.0
2018-09-10 07:00:00,162.4720552,0,17.94,65.26,0.0,0.0,1021.0,6.367000000000001,0.0,0.0
2018-09-10 08:00:00,247.15274219999998,0,18.36,65.41,0.0,0.0,1022.0,96.8,0.0,0.0
2018-09-10 09:00:00,323.521289,0,18.34,66.88,0.0,0.0,1022.0,278.6,0.0,0.0
2018-09-10 10:00:00,368.487301,0,21.02,58.86,0.0,0.0,1022.0,467.5,0.0,0.0
2018-09-10 11:00:00,388.6171471,0,21.72,51.93,0.0,0.0,1022.0,634.2,0.0,0.0
2018-09-10 12:00:00,365.3427778,0,24.05,40.18,0.0,0.0,1022.0,762.0,0.0,0.0
2018-09-10 13:00:00,383.66845789999996,0,26.31,31.51,0.0,0.0,1022.0,829.0,0.0,0.0
2018-09-10 14:00:00,394.5958016,0,28.0,29.59,0.0,0.0,1021.0,838.0,0.0,0.0
2018-09-10 15:00:00,406.9568503,0,29.15,25.31,0.0,0.0,1020.0,782.0,0.0,0.0
2018-09-10 16:00:00,392.22799069999996,0,30.38,19.91,0.0,0.0,1019.0,686.6,0.0,0.0
2018-09-10 17:00:00,355.4052138,0,30.6,20.97,0.0,0.0,1019.0,517.7,0.0,0.0
2018-09-10 18:00:00,219.7430235,0,28.88,27.72,0.0,0.0,1019.0,321.2,0.0,0.0
2018-09-10 19:00:00,183.2218479,0,26.98,31.56,0.0,0.0,1019.0,129.3,0.0,0.0
2018-09-10 20:00:00,155.30499530000003,0,24.59,35.66,0.0,0.0,1019.0,3.8739999999999997,0.0,0.0
2018-09-10 21:00:00,139.22698789999998,0,23.58,38.23,0.0,0.0,1020.0,3.68,0.0,0.0
2018-09-10 22:00:00,135.2239161,0,23.6,37.29,0.0,0.0,1021.0,1.273,0.0,0.0
2018-09-10 23:00:00,128.8025921,0,23.15,38.41,0.0,0.0,1021.0,3.1,0.0,0.0
2018-09-11 00:00:00,131.0554973,0,23.28,37.33,0.0,0.0,1020.0,3.266,0.0,0.0
2018-09-11 01:00:00,133.2663332,0,23.18,36.98,0.0,0.0,1020.0,1.135,0.0,0.0
2018-09-11 02:00:00,131.2601927,0,23.38,36.95,0.0,0.0,1020.0,1.9369999999999998,0.0,0.0
2018-09-11 03:00:00,129.0497754,0,22.97,38.61,0.0,0.0,1019.0,4.428,0.0,0.0
2018-09-11 04:00:00,122.24333940000001,0,21.75,42.61,0.0,0.0,1020.0,1.9369999999999998,0.0,0.0
2018-09-11 05:00:00,123.7410902,0,21.75,44.1,0.0,0.0,1019.0,2.186,0.0,0.0
2018-09-11 06:00:00,134.1548117,0,21.5,44.71,0.0,0.0,1020.0,1.965,0.0,0.0
2018-09-11 07:00:00,161.09904719999997,0,21.04,46.37,0.0,0.0,1020.0,1.328,0.0,0.0
2018-09-11 08:00:00,255.17521119999998,0,20.77,48.34,0.0,0.0,1021.0,92.5,0.0,0.0
2018-09-11 09:00:00,332.2074483,0,21.27,44.48,0.0,0.0,1021.0,271.1,0.0,0.0
2018-09-11 10:00:00,369.4718482,0,22.54,43.44,0.0,0.0,1021.0,470.8,0.0,0.0
2018-09-11 11:00:00,386.07038470000003,0,24.02,40.6,0.0,0.0,1021.0,636.2,0.0,0.0
2018-09-11 12:00:00,385.0854189,0,26.32,36.76,0.0,0.0,1021.0,756.0,0.0,0.0
2018-09-11 13:00:00,396.7949167,0,28.11,32.83,0.0,0.0,1020.0,821.0,0.0,0.0
2018-09-11 14:00:00,425.20529869999996,0,29.54,29.14,0.0,0.0,1019.0,825.0,0.0,0.0
2018-09-11 15:00:00,431.15527910000003,0,31.98,24.93,0.0,0.0,1018.0,774.0,0.0,0.0
2018-09-11 16:00:00,397.8112775,0,29.02,28.32,0.0,0.0,1018.0,361.4,0.0,0.0
2018-09-11 17:00:00,354.968614,0,29.73,29.48,0.0,0.0,1017.0,606.8,0.0,0.0
2018-09-11 18:00:00,231.72419269999997,0,28.0,32.0,0.0,0.0,1017.0,308.8,0.0,0.0
2018-09-11 19:00:00,192.29730519999998,0,27.01,35.26,0.0,0.0,1018.0,142.2,0.0,0.0
2018-09-11 20:00:00,169.91099580000002,0,26.44,34.26,0.0,0.0,1018.0,0.47,0.0,0.0
2018-09-11 21:00:00,150.7845339,0,24.89,38.1,0.0,0.0,1018.0,4.15,0.0,0.0
2018-09-11 22:00:00,137.8326313,0,24.98,36.58,0.0,0.0,1019.0,4.012,0.0,0.0
2018-09-11 23:00:00,134.6617363,0,25.04,34.67,0.0,0.0,1019.0,2.38,0.0,0.0
2018-09-12 00:00:00,130.3851094,0,24.61,35.37,0.0,0.0,1019.0,3.7910000000000004,0.0,0.0
2018-09-12 01:00:00,130.977847,0,24.75,34.6,0.0,0.0,1019.0,2.767,0.0,0.0
2018-09-12 02:00:00,129.71514009999999,0,24.33,34.3,0.0,0.0,1019.0,3.847,0.0,0.0
2018-09-12 03:00:00,124.4876633,0,24.22,33.85,0.0,0.0,1019.0,0.941,0.0,0.0
2018-09-12 04:00:00,126.0712271,0,24.13,33.68,0.0,0.0,1019.0,3.681,0.0,0.0
2018-09-12 05:00:00,124.82379909999999,0,22.34,40.76,0.0,0.0,1019.0,6.67,0.0,0.0
2018-09-12 06:00:00,137.2869862,0,21.78,44.48,0.0,0.0,1019.0,6.752999999999999,0.0,0.0
2018-09-12 07:00:00,172.1672498,0,21.18,46.22,0.0,0.0,1020.0,4.456,0.0,0.0
2018-09-12 08:00:00,266.10548509999995,0,20.73,48.43,0.0,0.0,1020.0,51.67,0.0,0.0
2018-09-12 09:00:00,334.9082555,0,21.08,48.14,0.0,0.0,1021.0,214.2,0.0,0.0
2018-09-12 10:00:00,401.4633532,0,22.63,44.51,0.0,0.0,1021.0,547.2,0.0,0.0
2018-09-12 11:00:00,419.2034119,0,24.78,38.07,0.0,0.0,1022.0,629.4,0.0,0.0
2018-09-12 12:00:00,386.27487080000003,0,28.0,29.98,0.0,0.0,1022.0,741.0,0.0,0.0
2018-09-12 13:00:00,396.18020260000003,0,27.45,34.11,0.0,0.0,1021.0,814.0,0.0,0.0
2018-09-12 14:00:00,440.8839617,0,26.67,34.39,0.0,0.0,1021.0,821.0,0.0,0.0
2018-09-12 15:00:00,448.7865018,0,25.82,40.58,0.0,0.0,1021.0,752.0,0.0,0.0
2018-09-12 16:00:00,428.87767649999995,0,26.88,38.03,0.0,0.0,1020.0,644.1,0.0,0.0
2018-09-12 17:00:00,376.9426024,0,26.51,33.74,0.0,0.0,1020.0,484.4,0.0,0.0
2018-09-12 18:00:00,237.5864764,0,27.59,31.23,0.0,0.0,1020.0,303.9,0.0,0.0
2018-09-12 19:00:00,189.8147979,0,27.05,33.96,0.0,0.0,1019.0,113.8,0.0,0.0
2018-09-12 20:00:00,161.0105133,0,25.59,33.81,0.0,0.0,1020.0,3.873,0.0,0.0
2018-09-12 21:00:00,143.99107450000002,0,24.84,27.84,0.0,0.0,1020.0,3.846,0.0,0.0
2018-09-12 22:00:00,140.7544593,0,24.66,23.46,0.0,0.0,1021.0,2.352,0.0,0.0
2018-09-12 23:00:00,136.81647980000002,0,24.61,21.8,0.0,0.0,1021.0,2.103,0.0,0.0
2018-09-13 00:00:00,133.45574969999998,0,24.75,21.8,0.0,0.0,1021.0,1.716,0.0,0.0
2018-09-13 01:00:00,132.7573156,0,23.68,25.24,0.0,0.0,1020.0,6.034,0.0,0.0
2018-09-13 02:00:00,130.9539868,0,22.95,26.66,0.0,0.0,1020.0,5.2860000000000005,0.0,0.0
2018-09-13 03:00:00,127.06623929999999,0,22.75,26.66,0.0,0.0,1020.0,0.221,0.0,0.0
2018-09-13 04:00:00,127.13133159999998,0,22.76,27.17,0.0,0.0,1020.0,4.124,0.0,0.0
2018-09-13 05:00:00,129.3187259,0,22.09,27.72,0.0,0.0,1019.0,2.9339999999999997,0.0,0.0
2018-09-13 06:00:00,138.71859819999997,0,22.18,27.44,0.0,0.0,1019.0,3.57,0.0,0.0
2018-09-13 07:00:00,170.31682849999999,0,22.19,28.5,0.0,0.0,1019.0,2.9339999999999997,0.0,0.0
2018-09-13 08:00:00,280.44023280000005,0,21.08,36.16,0.0,0.0,1020.0,75.4,0.0,0.0
2018-09-13 09:00:00,345.2012109,0,21.71,41.22,0.0,0.0,1020.0,273.8,0.0,0.0
2018-09-13 10:00:00,381.9576397,0,25.25,28.41,0.0,0.0,1020.0,466.1,0.0,0.0
2018-09-13 11:00:00,410.0302115,0,27.04,34.98,0.0,0.0,1020.0,627.4,0.0,0.0
2018-09-13 12:00:00,389.44911460000003,0,28.08,29.01,0.0,0.0,1020.0,738.0,0.0,0.0
2018-09-13 13:00:00,406.7184576,0,29.07,25.33,0.0,0.0,1019.0,804.0,0.0,0.0
2018-09-13 14:00:00,435.7010658,0,29.31,26.78,0.0,0.0,1019.0,806.0,0.0,0.0
2018-09-13 15:00:00,438.34933870000003,0,28.73,30.24,0.0,0.0,1018.0,756.0,0.0,0.0
2018-09-13 16:00:00,411.27198839999994,0,29.95,24.8,0.0,0.0,1018.0,651.1,0.0,0.0
2018-09-13 17:00:00,349.3983038,0,29.08,22.27,0.0,0.0,1017.0,493.8,0.0,0.0
2018-09-13 18:00:00,211.3201636,0,28.18,24.22,0.0,0.0,1017.0,302.9,0.0,0.0
2018-09-13 19:00:00,179.98397690000002,0,26.46,27.12,0.0,0.0,1017.0,113.1,0.0,0.0
2018-09-13 20:00:00,157.12423090000001,0,25.02,26.42,0.0,0.0,1017.0,3.016,0.0,0.0
2018-09-13 21:00:00,146.1317949,0,23.95,29.28,0.0,0.0,1018.0,3.016,0.0,0.0
2018-09-13 22:00:00,137.6758656,0,21.98,36.69,0.0,0.0,1019.0,4.484,0.0,0.0
2018-09-13 23:00:00,134.7938046,0,20.44,48.02,0.0,0.0,1019.0,5.369,0.0,0.0
2018-09-14 00:00:00,135.5039595,0,20.0,54.11,0.0,0.0,1019.0,6.3660000000000005,0.0,0.0
2018-09-14 01:00:00,135.402449,0,20.11,53.83,0.0,0.0,1018.0,2.242,0.0,0.0
2018-09-14 02:00:00,134.489901,0,19.82,55.9,0.0,0.0,1018.0,7.11,0.0,0.0
2018-09-14 03:00:00,135.5749122,0,20.24,51.71,0.0,0.0,1018.0,0.8029999999999999,0.0,0.0
2018-09-14 04:00:00,133.4239361,0,20.01,52.87,0.0,0.0,1018.0,2.104,0.0,0.0
2018-09-14 05:00:00,133.71004920000001,0,18.97,57.26,0.0,0.0,1017.0,3.128,0.0,0.0
2018-09-14 06:00:00,145.9289832,0,18.56,58.9,0.0,0.0,1018.0,9.5,0.0,0.0
2018-09-14 07:00:00,178.64508480000003,0,18.14,61.0,0.0,0.0,1018.0,7.7,0.0,0.0
2018-09-14 08:00:00,283.02885519999995,0,19.18,60.15,0.0,0.0,1018.0,77.6,0.0,0.0
2018-09-14 09:00:00,364.9597588,0,20.71,56.23,0.0,0.0,1019.0,254.2,0.0,0.0
2018-09-14 10:00:00,405.8170025,0,21.55,57.47,0.0,0.0,1019.0,461.2,0.0,0.0
2018-09-14 11:00:00,411.74668080000004,0,22.49,52.4,0.0,0.0,1019.0,616.6,0.0,0.0
2018-09-14 12:00:00,376.2914701,0,22.97,53.04,0.0,0.0,1019.0,724.0,0.0,0.0
2018-09-14 13:00:00,403.6191432,0,24.98,43.69,0.0,0.0,1018.0,790.0,0.0,0.0
2018-09-14 14:00:00,427.5038313,0,26.25,40.98,0.0,0.0,1018.0,810.0,0.0,0.0
2018-09-14 15:00:00,430.4601938,0,28.47,29.51,0.0,0.0,1017.0,763.0,0.0,0.0
2018-09-14 16:00:00,414.043539,0,28.69,23.32,0.0,0.0,1017.0,646.8,0.0,0.0
2018-09-14 17:00:00,343.5787173,0,27.3,30.54,0.0,0.0,1017.0,487.1,0.0,0.0
2018-09-14 18:00:00,218.52301380000003,0,24.11,42.49,0.0,0.0,1017.0,312.6,0.0,0.0
2018-09-14 19:00:00,167.9239016,0,23.08,47.95,0.0,0.0,1017.0,89.1,0.0,0.0
2018-09-14 20:00:00,150.36384089999999,0,21.06,47.58,0.0,0.0,1017.0,5.285,0.0,0.0
2018-09-14 21:00:00,140.2253489,0,20.27,53.26,0.0,0.0,1018.0,3.847,0.0,0.0
2018-09-14 22:00:00,133.4655868,0,19.75,58.76,0.0,0.0,1019.0,2.214,0.0,0.0
2018-09-14 23:00:00,127.3182365,0,19.44,59.99,0.0,0.0,1019.0,9.16,0.0,0.0
2018-09-15 00:00:00,122.9223086,0,18.83,65.21,0.0,0.0,1020.0,5.066,0.0,0.0
2018-09-15 01:00:00,122.75738020000001,0,19.23,62.79,0.0,0.0,1019.0,11.52,0.0,0.0
2018-09-15 02:00:00,121.3159311,0,18.92,65.25,0.0,0.0,1019.0,7.78,0.0,0.0
2018-09-15 03:00:00,122.1824331,0,18.57,65.83,0.0,0.0,1019.0,2.353,0.0,0.0
2018-09-15 04:00:00,121.6001605,0,18.57,67.46,0.0,0.0,1018.0,3.2939999999999996,0.0,0.0
2018-09-15 05:00:00,121.5989047,0,19.39,61.18,0.0,0.0,1017.0,14.4,0.0,0.0
2018-09-15 06:00:00,128.064391,0,20.98,48.96,0.0,0.0,1017.0,4.513,0.0,0.0
2018-09-15 07:00:00,127.5486758,0,17.93,68.77,0.0,0.0,1018.0,15.2,0.0,0.0
2018-09-15 08:00:00,129.0152409,0,17.56,73.7,0.0,0.0,1019.0,44.68,0.0,0.0
2018-09-15 09:00:00,162.28787119999998,0,18.52,69.3,0.0,0.0,1019.0,59.69,0.0,0.0
2018-09-15 10:00:00,176.919197,0,18.84,68.97,0.0,0.0,1020.0,144.4,0.0,0.0
2018-09-15 11:00:00,185.2541509,0,20.6,60.26,0.0,0.0,1020.0,254.2,0.0,0.0
2018-09-15 12:00:00,182.9579206,0,22.63,48.55,0.0,0.0,1020.0,742.0,0.0,0.0
2018-09-15 13:00:00,186.6106242,0,24.83,39.64,0.0,0.0,1019.0,803.0,0.0,0.0
2018-09-15 14:00:00,191.5783597,0,27.77,28.78,0.0,0.0,1019.0,806.0,0.0,0.0
2018-09-15 15:00:00,185.7564709,0,27.33,35.62,0.0,0.0,1018.0,752.0,0.0,0.0
2018-09-15 16:00:00,142.99962040000003,0,26.47,36.7,0.0,0.0,1018.0,642.0,0.0,0.0
2018-09-15 17:00:00,133.19265959999998,0,25.59,42.7,0.0,0.0,1018.0,478.2,0.0,0.0
2018-09-15 18:00:00,129.3965855,0,26.07,40.02,0.0,0.0,1018.0,284.0,0.0,0.0
2018-09-15 19:00:00,130.7024082,0,25.6,38.68,0.0,0.0,1018.0,94.9,0.0,0.0
2018-09-15 20:00:00,129.7992787,0,24.32,43.83,0.0,0.0,1018.0,2.822,0.0,0.0
2018-09-15 21:00:00,129.5979321,0,22.1,51.1,0.0,0.0,1019.0,3.763,0.0,0.0
2018-09-15 22:00:00,126.6828017,0,21.27,52.45,0.0,0.0,1020.0,1.439,0.0,0.0
2018-09-15 23:00:00,122.79233329999998,0,20.47,53.14,0.0,0.0,1020.0,4.816,0.0,0.0
2018-09-16 00:00:00,124.21159660000001,0,19.94,55.5,0.0,0.0,1020.0,3.654,0.0,0.0
2018-09-16 01:00:00,124.372339,0,20.71,49.45,0.0,0.0,1020.0,5.785,0.0,0.0
2018-09-16 02:00:00,126.11559869999999,0,19.62,54.45,0.0,0.0,1019.0,8.08,0.0,0.0
2018-09-16 03:00:00,122.8341933,0,19.28,58.65,0.0,0.0,1019.0,7.5,0.0,0.0
2018-09-16 04:00:00,123.98157590000001,0,19.61,59.92,0.0,0.0,1019.0,17.86,0.0,0.0
2018-09-16 05:00:00,124.5992202,0,19.32,60.55,0.0,0.0,1019.0,22.62,0.0,0.0
2018-09-16 06:00:00,122.2954551,0,18.69,65.69,0.0,0.0,1019.0,17.5,0.0,0.0
2018-09-16 07:00:00,121.89485490000001,0,18.2,72.9,0.0,0.0,1019.0,12.51,0.0,0.0
2018-09-16 08:00:00,124.5682438,0,18.94,71.7,0.0,0.0,1020.0,75.7,0.0,0.0
2018-09-16 09:00:00,123.5112788,0,20.37,62.78,0.0,0.0,1020.0,253.5,0.0,0.0
2018-09-16 10:00:00,128.6868492,0,21.96,55.31,0.0,0.0,1020.0,445.4,0.0,0.0
2018-09-16 11:00:00,128.5598041,0,21.23,61.25,0.0,0.0,1020.0,619.7,0.0,0.0
2018-09-16 12:00:00,132.4255751,0,22.54,51.89,0.0,0.0,1020.0,727.0,0.0,0.0
2018-09-16 13:00:00,130.9742889,0,24.52,44.78,0.0,0.0,1019.0,802.0,0.0,0.0
2018-09-16 14:00:00,134.4840406,0,26.64,37.24,0.0,0.0,1019.0,809.0,0.0,0.0
2018-09-16 15:00:00,130.34806329999998,0,25.95,40.1,0.0,0.0,1019.0,728.0,0.0,0.0
2018-09-16 16:00:00,136.7478294,0,25.43,40.18,0.0,0.0,1018.0,632.7,0.0,0.0
2018-09-16 17:00:00,138.816132,0,26.04,36.79,0.0,0.0,1018.0,479.4,0.0,0.0
2018-09-16 18:00:00,131.4644695,0,26.45,34.28,0.0,0.0,1017.0,290.7,0.0,0.0
2018-09-16 19:00:00,130.4972942,0,25.77,39.95,0.0,0.0,1017.0,103.4,0.0,0.0
2018-09-16 20:00:00,129.75825590000002,0,25.08,38.33,0.0,0.0,1018.0,3.735,0.0,0.0
2018-09-16 21:00:00,130.0525317,0,23.45,42.95,0.0,0.0,1018.0,1.383,0.0,0.0
2018-09-16 22:00:00,127.43335149999999,0,23.98,35.76,0.0,0.0,1018.0,0.0,0.0,0.0
2018-09-16 23:00:00,128.0185543,0,23.34,35.07,0.0,0.0,1018.0,2.9339999999999997,0.0,0.0
2018-09-17 00:00:00,128.7460811,0,23.16,34.72,0.0,0.0,1018.0,4.262,0.0,0.0
2018-09-17 01:00:00,125.69155690000001,0,22.79,33.7,0.0,0.0,1017.0,5.646,0.0,0.0
2018-09-17 02:00:00,127.9568108,0,22.4,34.51,0.0,0.0,1017.0,4.013,0.0,0.0
2018-09-17 03:00:00,124.6599172,0,21.42,53.95,0.0,0.0,1017.0,7.69,0.0,0.0
2018-09-17 04:00:00,123.27581629999999,0,20.94,41.68,0.0,0.0,1016.0,5.647,0.0,0.0
2018-09-17 05:00:00,124.56615079999999,0,20.64,42.47,0.0,0.0,1016.0,3.017,0.0,0.0
2018-09-17 06:00:00,141.8183312,0,20.43,59.99,0.0,0.0,1016.0,20.07,0.0,0.0
2018-09-17 07:00:00,178.71896769999998,0,19.59,68.97,0.0,0.0,1016.0,20.84,0.0,0.0
2018-09-17 08:00:00,259.68604480000005,0,19.71,67.9,0.0,0.0,1017.0,48.47,0.0,0.0
2018-09-17 09:00:00,378.8344651,0,22.09,57.67,0.0,0.0,1017.0,244.6,0.0,0.0
2018-09-17 10:00:00,420.9887409,0,23.1,55.41,0.0,0.0,1017.0,437.6,0.0,0.0
2018-09-17 11:00:00,436.030504,0,23.37,47.66,0.0,0.0,1017.0,189.5,0.0,0.0
2018-09-17 12:00:00,389.3007209,0,26.43,41.84,0.0,0.0,1016.0,733.0,0.0,0.0
2018-09-17 13:00:00,377.4673175,0,24.91,40.75,0.0,0.0,1016.0,644.7,0.0,0.0
2018-09-17 14:00:00,415.8544026,0,25.79,34.17,0.0,0.0,1016.0,792.0,0.0,0.0
2018-09-17 15:00:00,456.98415489999996,0,25.09,36.92,0.0,0.0,1015.0,722.0,0.0,0.0
2018-09-17 16:00:00,445.6817456,0,26.45,33.07,0.0,0.0,1015.0,633.1,0.0,0.0
2018-09-17 17:00:00,339.2608583,0,27.02,27.19,0.0,0.0,1014.0,275.8,0.0,0.0
2018-09-17 18:00:00,252.26635980000003,0,26.71,26.53,0.0,0.0,1014.0,341.1,0.0,0.0
2018-09-17 19:00:00,205.98699030000003,0,24.89,25.96,0.0,0.0,1014.0,60.43,0.0,0.0
2018-09-17 20:00:00,149.0686925,0,22.98,28.79,0.0,0.0,1014.0,3.293,0.0,0.0
2018-09-17 21:00:00,138.654971,0,20.3,45.13,0.0,0.0,1016.0,2.8510000000000004,0.0,0.0
2018-09-17 22:00:00,133.0126616,0,19.91,48.99,0.0,0.0,1016.0,4.178999999999999,0.0,0.0
2018-09-17 23:00:00,130.0351598,0,19.76,48.9,0.0,0.0,1016.0,3.654,0.0,0.0
2018-09-18 00:00:00,132.8661516,0,19.16,51.92,0.0,0.0,1016.0,5.038,0.0,0.0
2018-09-18 01:00:00,128.3885967,0,18.72,54.08,0.0,0.0,1016.0,4.817,0.0,0.0
2018-09-18 02:00:00,127.3305852,0,18.22,56.72,0.0,0.0,1016.0,18.66,0.0,0.0
2018-09-18 03:00:00,126.12962179999998,0,18.09,58.38,0.0,0.0,1016.0,4.843999999999999,0.0,0.0
2018-09-18 04:00:00,128.4706423,0,18.36,55.93,0.0,0.0,1016.0,5.62,0.0,0.0
2018-09-18 05:00:00,130.66201329999998,0,18.92,52.17,0.0,0.0,1016.0,6.7829999999999995,0.0,0.0
2018-09-18 06:00:00,144.0683062,0,18.56,53.55,0.0,0.0,1016.0,5.62,0.0,0.0
2018-09-18 07:00:00,165.501882,0,17.0,61.85,0.0,0.0,1017.0,9.16,0.0,0.0
2018-09-18 08:00:00,235.4260818,0,16.12,70.1,0.0,0.0,1018.0,65.93,0.0,0.0
2018-09-18 09:00:00,327.6704522,0,17.26,73.0,0.0,0.0,1018.0,250.2,0.0,0.0
2018-09-18 10:00:00,372.25009639999996,0,19.8,66.21,0.0,0.0,1018.0,439.5,0.0,0.0
2018-09-18 11:00:00,389.1830943,0,21.58,57.43,0.0,0.0,1018.0,605.7,0.0,0.0
2018-09-18 12:00:00,327.88707769999996,0,24.35,43.97,0.0,0.0,1018.0,727.0,0.0,0.0
2018-09-18 13:00:00,356.8991972,0,25.41,44.6,0.0,0.0,1018.0,798.0,0.0,0.0
2018-09-18 14:00:00,393.1424224,0,25.7,41.32,0.0,0.0,1017.0,800.0,0.0,0.0
2018-09-18 15:00:00,401.728327,0,26.94,30.17,0.0,0.0,1017.0,763.0,0.0,0.0
2018-09-18 16:00:00,382.1841023,0,26.39,30.34,0.0,0.0,1017.0,664.0,0.0,0.0
2018-09-18 17:00:00,329.0972503,0,26.14,35.3,0.0,0.0,1017.0,418.3,0.0,0.0
2018-09-18 18:00:00,241.69336099999998,0,23.77,47.53,0.0,0.0,1017.0,323.1,0.0,0.0
2018-09-18 19:00:00,195.3434574,0,21.67,58.23,0.0,0.0,1018.0,26.18,0.0,0.0
2018-09-18 20:00:00,153.4589693,0,19.95,64.89,0.0,0.0,1018.0,15.94,0.0,0.0
2018-09-18 21:00:00,150.6196055,0,19.51,63.9,0.0,0.0,1019.0,18.74,0.0,0.0
2018-09-18 22:00:00,141.1755709,0,18.89,66.24,0.0,0.0,1020.0,10.27,0.0,0.0
2018-09-18 23:00:00,135.7174455,0,18.65,65.83,0.0,0.0,1020.0,19.05,0.0,0.0
2018-09-19 00:00:00,140.2657438,0,17.86,69.1,0.0,0.0,1020.0,14.7,0.0,0.0
2018-09-19 01:00:00,140.77287769999998,0,17.65,68.59,0.0,0.0,1020.0,15.67,0.0,0.0
2018-09-19 02:00:00,138.81403899999998,0,17.19,69.19,0.0,0.0,1020.0,22.67,0.0,0.0
2018-09-19 03:00:00,135.8300489,0,17.06,68.64,0.0,0.0,1019.0,13.93,0.0,0.0
